table,table_title,reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,2.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,1.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Employees Involved,10 days and over,,000,A2540960K,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,61.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,Up to and including 1 day,,000,A2540955T,45.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,2.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,3.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,5 and less than 10 days,,000,A2540970R,0.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,10 days and over,,000,A2540961L,4.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,56
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Number of Disputes,Up to and including 1 day,,Number,A2540953L,21
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,28
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Employees Involved,Up to and including 1 day,,000,A2540954R,2.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,2.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,Up to and including 1 day,,000,A2540955T,1.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,0.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,5 and less than 10 days,,000,A2540970R,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,10 days and over,,000,A2540961L,3.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q1,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,5.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Number of Disputes,Up to and including 1 day,,Number,A2540953L,17
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,28
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,Up to and including 1 day,,000,A2540954R,1.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,0.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,5 and less than 10 days,,000,A2540969F,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,10 days and over,,000,A2540960K,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,3.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,Up to and including 1 day,,000,A2540955T,1.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,1.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,4.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,5 and less than 10 days,,000,A2540970R,0.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,10 days and over,,000,A2540961L,2.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q2,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,9.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,Up to and including 1 day,,Number,A2540953L,26
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,5 and less than 10 days,,Number,A2540968C,3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,10 days and over,,Number,A2540959A,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,42
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,Up to and including 1 day,,000,A2540954R,4.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,0.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,0.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,5 and less than 10 days,,000,A2540969F,0.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,10 days and over,,000,A2540960K,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,5.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,Up to and including 1 day,,000,A2540955T,2.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,0.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,1.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,5 and less than 10 days,,000,A2540970R,3.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,10 days and over,,000,A2540961L,2.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q3,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,11.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,Up to and including 1 day,,Number,A2540953L,21
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,5 and less than 10 days,,Number,A2540968C,1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,10 days and over,,Number,A2540959A,1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2007-Q4,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,33
