table,title,category,jurisdiction,financial_year,value
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,QLD,2020-21,0.0635500365230095
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,QLD,2021-22,0.0560407569141194
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,QLD,2022-23,0.0447284345047923
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,QLD,2023-24,0.0417875798026698
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,SA,2019-20,0.0198237885462555
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,SA,2020-21,0.0260631001371742
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,SA,2021-22,0.0234091658424003
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,SA,2022-23,0.0205648478201261
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,SA,2023-24,0.0204139495321803
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,WA,2019-20,0.402163225172075
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,WA,2020-21,0.354920958694544
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,WA,2021-22,0.372311827956989
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,WA,2022-23,0.310599835661463
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,WA,2023-24,0.314465408805031
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,TAS,2019-20,0.654943596549436
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,TAS,2020-21,0.574886535552194
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,TAS,2021-22,0.641918020108275
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,TAS,2022-23,0.577211394302849
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,TAS,2023-24,0.615942028985507
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,NT,2019-20,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,NT,2020-21,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,NT,2021-22,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,NT,2022-23,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,NT,2023-24,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Aus Gov,2019-20,0.0423875432525952
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Aus Gov,2020-21,0.0355805243445693
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Aus Gov,2021-22,0.0402621722846442
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Aus Gov,2022-23,0.0614828209764919
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Aus Gov,2023-24,0.0885608856088561
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Seacare,2019-20,0.0333333333333333
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Seacare,2020-21,0.0217391304347826
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Seacare,2021-22,0.0434782608695652
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Seacare,2022-23,0
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,Seacare,2023-24,0.0943396226415094
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,AUST,2019-20,0.149327843042267
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,AUST,2020-21,0.147428823659236
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,AUST,2021-22,0.150540865384615
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,AUST,2022-23,0.134908950019372
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 1 month,AUST,2023-24,0.136096805560558
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NSW,2019-20,0.630608974358974
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NSW,2020-21,0.568875651526433
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NSW,2021-22,0.549763033175355
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NSW,2022-23,0.509184757856384
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NSW,2023-24,0.526018435920309
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,VIC,2019-20,0.568895643363728
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,VIC,2020-21,0.555219960604071
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,VIC,2021-22,0.586401098901099
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,VIC,2022-23,0.582737622451681
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,VIC,2023-24,0.455438513433542
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,QLD,2019-20,0.70703125
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,QLD,2020-21,0.475529583637692
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,QLD,2021-22,0.470160116448326
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,QLD,2022-23,0.401135960241392
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,QLD,2023-24,0.440510737086477
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,SA,2019-20,0.138766519823789
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,SA,2020-21,0.151348879743941
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,SA,2021-22,0.121002307945928
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,SA,2022-23,0.119001919385797
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,SA,2023-24,0.184292599943295
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,WA,2019-20,0.735988200589971
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,WA,2020-21,0.720550739418664
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,WA,2021-22,0.753136200716846
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,WA,2022-23,0.735004108463435
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,WA,2023-24,0.779481132075472
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,TAS,2019-20,0.741207697412077
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,TAS,2020-21,0.674735249621785
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,TAS,2021-22,0.733952049497293
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,TAS,2022-23,0.670164917541229
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,TAS,2023-24,0.725845410628019
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NT,2019-20,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NT,2020-21,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NT,2021-22,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NT,2022-23,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,NT,2023-24,1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Aus Gov,2019-20,0.125432525951557
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Aus Gov,2020-21,0.0842696629213483
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Aus Gov,2021-22,0.134831460674157
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Aus Gov,2022-23,0.145569620253165
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Aus Gov,2023-24,0.202952029520295
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Seacare,2019-20,0.1
Table 5.2,"Table 5.2. Percentage of disputes resolved within selected time periods (cumulative %) by jurisdiction, 5-year to 2023-24 (Indicator 23)",Within 3 months,Seacare,2020-21,0.108695652173913
