sex,year,characteristic,subcategory,location,unit,value
Females,2024,Relationship of offender to victim,Parent,Western Australia,Proportion,n.a.
Females,2024,Relationship of offender to victim,Other,Western Australia,Proportion,n.a.
Persons,2024,Age at incident (victim),0–9 years at incident,Western Australia,Proportion,18.0
Persons,2024,Age at incident (victim),10–17 years at incident,Western Australia,Proportion,30.0
Persons,2024,Age at incident (victim),18–24 years at incident,Western Australia,Proportion,11.4
Persons,2024,Age at incident (victim),25–34 years at incident,Western Australia,Proportion,18.7
Persons,2024,Age at incident (victim),35–44 years at incident,Western Australia,Proportion,13.6
Persons,2024,Age at incident (victim),45–54 years at incident,Western Australia,Proportion,5.3
Persons,2024,Age at incident (victim),55–64 years at incident,Western Australia,Proportion,1.5
Persons,2024,Age at incident (victim),65 years and over at incident,Western Australia,Proportion,0.7
Persons,2024,Time to report,Less than 1 year to report,Western Australia,Proportion,72.1
Persons,2024,Time to report,1 to less than 2 years to report,Western Australia,Proportion,5.2
Persons,2024,Time to report,2 to less than 5 years to report,Western Australia,Proportion,7.1
Persons,2024,Time to report,5 to less than 10 years to report,Western Australia,Proportion,6.3
Persons,2024,Time to report,10 to less than 20 years to report,Western Australia,Proportion,3.9
Persons,2024,Time to report,20 years and over to report,Western Australia,Proportion,4.7
Persons,2024,Relationship of offender to victim,Intimate partner,Western Australia,Proportion,n.a.
Persons,2024,Relationship of offender to victim,Current partner,Western Australia,Proportion,n.a.
Persons,2024,Relationship of offender to victim,Ex-partner,Western Australia,Proportion,n.a.
Persons,2024,Relationship of offender to victim,Parent,Western Australia,Proportion,n.a.
Persons,2024,Relationship of offender to victim,Other,Western Australia,Proportion,n.a.
Males,2024,Age at incident (victim),0–9 years at incident,South Australia,Proportion,42.3
Males,2024,Age at incident (victim),10–17 years at incident,South Australia,Proportion,21.8
Males,2024,Age at incident (victim),18–24 years at incident,South Australia,Proportion,3.8
Males,2024,Age at incident (victim),25–34 years at incident,South Australia,Proportion,11.5
Males,2024,Age at incident (victim),35–44 years at incident,South Australia,Proportion,10.3
Males,2024,Age at incident (victim),45–54 years at incident,South Australia,Proportion,0.0
Males,2024,Age at incident (victim),55–64 years at incident,South Australia,Proportion,3.8
Males,2024,Age at incident (victim),65 years and over at incident,South Australia,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,South Australia,Proportion,47.4
Males,2024,Time to report,1 to less than 2 years to report,South Australia,Proportion,3.8
Males,2024,Time to report,2 to less than 5 years to report,South Australia,Proportion,11.5
Males,2024,Time to report,5 to less than 10 years to report,South Australia,Proportion,5.1
Males,2024,Time to report,10 to less than 20 years to report,South Australia,Proportion,9.0
Males,2024,Time to report,20 years and over to report,South Australia,Proportion,24.4
Males,2024,Relationship of offender to victim,Intimate partner,South Australia,Proportion,17.9
Males,2024,Relationship of offender to victim,Current partner,South Australia,Proportion,10.3
Males,2024,Relationship of offender to victim,Ex-partner,South Australia,Proportion,7.7
Males,2024,Relationship of offender to victim,Parent,South Australia,Proportion,20.5
Males,2024,Relationship of offender to victim,Other,South Australia,Proportion,60.3
Females,2024,Age at incident (victim),0–9 years at incident,South Australia,Proportion,15.8
Females,2024,Age at incident (victim),10–17 years at incident,South Australia,Proportion,34.1
Females,2024,Age at incident (victim),18–24 years at incident,South Australia,Proportion,11.4
Females,2024,Age at incident (victim),25–34 years at incident,South Australia,Proportion,18.2
Females,2024,Age at incident (victim),35–44 years at incident,South Australia,Proportion,11.1
Females,2024,Age at incident (victim),45–54 years at incident,South Australia,Proportion,6.2
Females,2024,Age at incident (victim),55–64 years at incident,South Australia,Proportion,2.1
Females,2024,Age at incident (victim),65 years and over at incident,South Australia,Proportion,0.5
Females,2024,Time to report,Less than 1 year to report,South Australia,Proportion,63.9
Females,2024,Time to report,1 to less than 2 years to report,South Australia,Proportion,6.8
Females,2024,Time to report,2 to less than 5 years to report,South Australia,Proportion,6.8
Females,2024,Time to report,5 to less than 10 years to report,South Australia,Proportion,8.3
Females,2024,Time to report,10 to less than 20 years to report,South Australia,Proportion,5.9
Females,2024,Time to report,20 years and over to report,South Australia,Proportion,7.6
Females,2024,Relationship of offender to victim,Intimate partner,South Australia,Proportion,58.0
Females,2024,Relationship of offender to victim,Current partner,South Australia,Proportion,24.0
Females,2024,Relationship of offender to victim,Ex-partner,South Australia,Proportion,34.1
Females,2024,Relationship of offender to victim,Parent,South Australia,Proportion,13.4
Females,2024,Relationship of offender to victim,Other,South Australia,Proportion,28.7
Persons,2024,Age at incident (victim),0–9 years at incident,South Australia,Proportion,17.8
Persons,2024,Age at incident (victim),10–17 years at incident,South Australia,Proportion,32.5
Persons,2024,Age at incident (victim),18–24 years at incident,South Australia,Proportion,10.8
Persons,2024,Age at incident (victim),25–34 years at incident,South Australia,Proportion,17.3
Persons,2024,Age at incident (victim),35–44 years at incident,South Australia,Proportion,10.7
Persons,2024,Age at incident (victim),45–54 years at incident,South Australia,Proportion,6.2
Persons,2024,Age at incident (victim),55–64 years at incident,South Australia,Proportion,2.4
Persons,2024,Age at incident (victim),65 years and over at incident,South Australia,Proportion,0.8
Persons,2024,Time to report,Less than 1 year to report,South Australia,Proportion,62.2
Persons,2024,Time to report,1 to less than 2 years to report,South Australia,Proportion,6.4
Persons,2024,Time to report,2 to less than 5 years to report,South Australia,Proportion,7.6
Persons,2024,Time to report,5 to less than 10 years to report,South Australia,Proportion,7.5
Persons,2024,Time to report,10 to less than 20 years to report,South Australia,Proportion,6.9
Persons,2024,Time to report,20 years and over to report,South Australia,Proportion,9.5
Persons,2024,Relationship of offender to victim,Intimate partner,South Australia,Proportion,54.3
Persons,2024,Relationship of offender to victim,Current partner,South Australia,Proportion,22.6
Persons,2024,Relationship of offender to victim,Ex-partner,South Australia,Proportion,31.8
Persons,2024,Relationship of offender to victim,Parent,South Australia,Proportion,13.4
Persons,2024,Relationship of offender to victim,Other,South Australia,Proportion,32.1
Males,2024,Age at incident (victim),0–9 years at incident,Tasmania,Proportion,77.3
Males,2024,Age at incident (victim),10–17 years at incident,Tasmania,Proportion,22.7
Males,2024,Age at incident (victim),18–24 years at incident,Tasmania,Proportion,0.0
Males,2024,Age at incident (victim),25–34 years at incident,Tasmania,Proportion,18.2
Males,2024,Age at incident (victim),35–44 years at incident,Tasmania,Proportion,0.0
Males,2024,Age at incident (victim),45–54 years at incident,Tasmania,Proportion,0.0
Males,2024,Age at incident (victim),55–64 years at incident,Tasmania,Proportion,0.0
Males,2024,Age at incident (victim),65 years and over at incident,Tasmania,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,Tasmania,Proportion,18.2
Males,2024,Time to report,1 to less than 2 years to report,Tasmania,Proportion,0.0
Males,2024,Time to report,2 to less than 5 years to report,Tasmania,Proportion,18.2
Males,2024,Time to report,5 to less than 10 years to report,Tasmania,Proportion,22.7
Males,2024,Time to report,10 to less than 20 years to report,Tasmania,Proportion,13.6
Males,2024,Time to report,20 years and over to report,Tasmania,Proportion,45.5
Males,2024,Relationship of offender to victim,Intimate partner,Tasmania,Proportion,18.2
Males,2024,Relationship of offender to victim,Current partner,Tasmania,Proportion,0.0
Males,2024,Relationship of offender to victim,Ex-partner,Tasmania,Proportion,13.6
Males,2024,Relationship of offender to victim,Parent,Tasmania,Proportion,45.5
Males,2024,Relationship of offender to victim,Other,Tasmania,Proportion,59.1
Females,2024,Age at incident (victim),0–9 years at incident,Tasmania,Proportion,24.6
Females,2024,Age at incident (victim),10–17 years at incident,Tasmania,Proportion,32.4
Females,2024,Age at incident (victim),18–24 years at incident,Tasmania,Proportion,10.5
Females,2024,Age at incident (victim),25–34 years at incident,Tasmania,Proportion,16.8
Females,2024,Age at incident (victim),35–44 years at incident,Tasmania,Proportion,11.3
Females,2024,Age at incident (victim),45–54 years at incident,Tasmania,Proportion,3.9
Females,2024,Age at incident (victim),55–64 years at incident,Tasmania,Proportion,0.0
Females,2024,Age at incident (victim),65 years and over at incident,Tasmania,Proportion,0.0
Females,2024,Time to report,Less than 1 year to report,Tasmania,Proportion,37.5
Females,2024,Time to report,1 to less than 2 years to report,Tasmania,Proportion,8.2
Females,2024,Time to report,2 to less than 5 years to report,Tasmania,Proportion,10.2
Females,2024,Time to report,5 to less than 10 years to report,Tasmania,Proportion,17.6
Females,2024,Time to report,10 to less than 20 years to report,Tasmania,Proportion,10.9
Females,2024,Time to report,20 years and over to report,Tasmania,Proportion,13.7
Females,2024,Relationship of offender to victim,Intimate partner,Tasmania,Proportion,57.0
Females,2024,Relationship of offender to victim,Current partner,Tasmania,Proportion,16.0
Females,2024,Relationship of offender to victim,Ex-partner,Tasmania,Proportion,42.2
Females,2024,Relationship of offender to victim,Parent,Tasmania,Proportion,20.7
Females,2024,Relationship of offender to victim,Other,Tasmania,Proportion,23.8
