year,state,sex,measure,value,unit,obs_status_flag
1997,New South Wales,Males,Median age - population,34.1,NUM,
1998,New South Wales,Males,Median age - population,34.5,NUM,
1999,New South Wales,Males,Median age - population,34.8,NUM,
2000,New South Wales,Males,Median age - population,35,NUM,
2001,New South Wales,Males,Median age - population,35.2,NUM,
2002,New South Wales,Males,Median age - population,35.4,NUM,
2003,New South Wales,Males,Median age - population,35.6,NUM,
2004,New South Wales,Males,Median age - population,35.7,NUM,
2005,New South Wales,Males,Median age - population,35.9,NUM,
2006,New South Wales,Males,Median age - population,36,NUM,
2007,New South Wales,Males,Median age - population,36.2,NUM,
2008,New South Wales,Males,Median age - population,36.3,NUM,
2009,New South Wales,Males,Median age - population,36.3,NUM,
2010,New South Wales,Males,Median age - population,36.5,NUM,
2011,New South Wales,Males,Median age - population,36.8,NUM,
2012,New South Wales,Males,Median age - population,36.8,NUM,
2013,New South Wales,Males,Median age - population,36.8,NUM,
2014,New South Wales,Males,Median age - population,36.8,NUM,
2015,New South Wales,Males,Median age - population,36.8,NUM,
2016,New South Wales,Males,Median age - population,36.7,NUM,
2017,New South Wales,Males,Median age - population,36.7,NUM,
2018,New South Wales,Males,Median age - population,36.7,NUM,
2019,New South Wales,Males,Median age - population,36.8,NUM,
2020,New South Wales,Males,Median age - population,37.2,NUM,
2021,New South Wales,Males,Median age - population,37.7,NUM,
2022,New South Wales,Males,Median age - population,37.7,NUM,
2023,New South Wales,Males,Median age - population,37.5,NUM,
2024,New South Wales,Males,Median age - population,37.5,NUM,
1971,Australian Capital Territory,Females,Median age - population,23.7,NUM,
1972,Australian Capital Territory,Females,Median age - population,24,NUM,
1973,Australian Capital Territory,Females,Median age - population,24.2,NUM,
1974,Australian Capital Territory,Females,Median age - population,24.4,NUM,
1975,Australian Capital Territory,Females,Median age - population,24.7,NUM,
1976,Australian Capital Territory,Females,Median age - population,25.1,NUM,
1977,Australian Capital Territory,Females,Median age - population,25.4,NUM,
1978,Australian Capital Territory,Females,Median age - population,25.8,NUM,
1979,Australian Capital Territory,Females,Median age - population,26.2,NUM,
1980,Australian Capital Territory,Females,Median age - population,26.7,NUM,
1981,Australian Capital Territory,Females,Median age - population,27.1,NUM,
1982,Australian Capital Territory,Females,Median age - population,27.5,NUM,
1983,Australian Capital Territory,Females,Median age - population,27.8,NUM,
1984,Australian Capital Territory,Females,Median age - population,28.1,NUM,
1985,Australian Capital Territory,Females,Median age - population,28.4,NUM,
1986,Australian Capital Territory,Females,Median age - population,28.4,NUM,
1987,Australian Capital Territory,Females,Median age - population,28.7,NUM,
1988,Australian Capital Territory,Females,Median age - population,29,NUM,
1989,Australian Capital Territory,Females,Median age - population,29.4,NUM,
1990,Australian Capital Territory,Females,Median age - population,29.6,NUM,
1991,Australian Capital Territory,Females,Median age - population,29.9,NUM,
1992,Australian Capital Territory,Females,Median age - population,30.2,NUM,
1993,Australian Capital Territory,Females,Median age - population,30.6,NUM,
1994,Australian Capital Territory,Females,Median age - population,31.1,NUM,
1995,Australian Capital Territory,Females,Median age - population,31.5,NUM,
1996,Australian Capital Territory,Females,Median age - population,31.9,NUM,
1997,Australian Capital Territory,Females,Median age - population,32.4,NUM,
1998,Australian Capital Territory,Females,Median age - population,33,NUM,
1999,Australian Capital Territory,Females,Median age - population,33.4,NUM,
2000,Australian Capital Territory,Females,Median age - population,33.8,NUM,
2001,Australian Capital Territory,Females,Median age - population,34,NUM,
2002,Australian Capital Territory,Females,Median age - population,34.3,NUM,
2003,Australian Capital Territory,Females,Median age - population,34.5,NUM,
2004,Australian Capital Territory,Females,Median age - population,34.8,NUM,
2005,Australian Capital Territory,Females,Median age - population,35,NUM,
2006,Australian Capital Territory,Females,Median age - population,35.2,NUM,
2007,Australian Capital Territory,Females,Median age - population,35.2,NUM,
2008,Australian Capital Territory,Females,Median age - population,35.3,NUM,
2009,Australian Capital Territory,Females,Median age - population,35.4,NUM,
2010,Australian Capital Territory,Females,Median age - population,35.3,NUM,
2011,Australian Capital Territory,Females,Median age - population,35.3,NUM,
2012,Australian Capital Territory,Females,Median age - population,35.2,NUM,
2013,Australian Capital Territory,Females,Median age - population,35.3,NUM,
2014,Australian Capital Territory,Females,Median age - population,35.4,NUM,
2015,Australian Capital Territory,Females,Median age - population,35.5,NUM,
2016,Australian Capital Territory,Females,Median age - population,35.6,NUM,
2017,Australian Capital Territory,Females,Median age - population,35.5,NUM,
2018,Australian Capital Territory,Females,Median age - population,35.5,NUM,
2019,Australian Capital Territory,Females,Median age - population,35.6,NUM,
2020,Australian Capital Territory,Females,Median age - population,36,NUM,
2021,Australian Capital Territory,Females,Median age - population,36.2,NUM,
2022,Australian Capital Territory,Females,Median age - population,36.1,NUM,
2023,Australian Capital Territory,Females,Median age - population,36.1,NUM,
2024,Australian Capital Territory,Females,Median age - population,36.1,NUM,
1971,Australian Capital Territory,Persons,Births,3953,NUM,
1972,Australian Capital Territory,Persons,Births,3996,NUM,
1973,Australian Capital Territory,Persons,Births,3987,NUM,
1974,Australian Capital Territory,Persons,Births,4216,NUM,
1975,Australian Capital Territory,Persons,Births,4178,NUM,
1976,Australian Capital Territory,Persons,Births,4272,NUM,
1977,Australian Capital Territory,Persons,Births,4405,NUM,
1978,Australian Capital Territory,Persons,Births,4191,NUM,
1979,Australian Capital Territory,Persons,Births,4247,NUM,
1980,Australian Capital Territory,Persons,Births,4243,NUM,
1981,Australian Capital Territory,Persons,Births,4142,NUM,
1982,Australian Capital Territory,Persons,Births,4107,NUM,
1983,Australian Capital Territory,Persons,Births,4144,NUM,
1984,Australian Capital Territory,Persons,Births,4109,NUM,
1985,Australian Capital Territory,Persons,Births,4107,NUM,
1986,Australian Capital Territory,Persons,Births,4102,NUM,
1987,Australian Capital Territory,Persons,Births,4108,NUM,
1988,Australian Capital Territory,Persons,Births,4335,NUM,
1989,Australian Capital Territory,Persons,Births,4137,NUM,
1990,Australian Capital Territory,Persons,Births,4457,NUM,
1991,Australian Capital Territory,Persons,Births,4756,NUM,
1992,Australian Capital Territory,Persons,Births,4447,NUM,
1993,Australian Capital Territory,Persons,Births,4416,NUM,
1994,Australian Capital Territory,Persons,Births,4461,NUM,
1995,Australian Capital Territory,Persons,Births,4415,NUM,
1996,Australian Capital Territory,Persons,Births,4396,NUM,
1997,Australian Capital Territory,Persons,Births,4208,NUM,
1998,Australian Capital Territory,Persons,Births,3982,NUM,
1999,Australian Capital Territory,Persons,Births,4253,NUM,
2000,Australian Capital Territory,Persons,Births,4065,NUM,
2001,Australian Capital Territory,Persons,Births,3938,NUM,
2002,Australian Capital Territory,Persons,Births,4112,NUM,
2003,Australian Capital Territory,Persons,Births,4128,NUM,
2004,Australian Capital Territory,Persons,Births,4174,NUM,
2005,Australian Capital Territory,Persons,Births,4210,NUM,
2006,Australian Capital Territory,Persons,Births,4484,NUM,
2007,Australian Capital Territory,Persons,Births,4757,NUM,
2008,Australian Capital Territory,Persons,Births,4808,NUM,
2009,Australian Capital Territory,Persons,Births,4860,NUM,
2010,Australian Capital Territory,Persons,Births,5152,NUM,
2011,Australian Capital Territory,Persons,Births,5121,NUM,
2012,Australian Capital Territory,Persons,Births,5461,NUM,
2013,Australian Capital Territory,Persons,Births,5545,NUM,
2014,Australian Capital Territory,Persons,Births,5552,NUM,
2015,Australian Capital Territory,Persons,Births,5542,NUM,
2016,Australian Capital Territory,Persons,Births,5152,NUM,
2017,Australian Capital Territory,Persons,Births,6207,NUM,
2018,Australian Capital Territory,Persons,Births,5374,NUM,
2019,Australian Capital Territory,Persons,Births,5520,NUM,
2020,Australian Capital Territory,Persons,Births,5368,NUM,
2021,Australian Capital Territory,Persons,Births,5543,NUM,
2022,Australian Capital Territory,Persons,Births,5455,NUM,
2023,Australian Capital Territory,Persons,Births,5222,NUM,
2024,Australian Capital Territory,Persons,Births,5218,NUM,
1974,Australian Capital Territory,Males,Births,2177,NUM,
1975,Australian Capital Territory,Males,Births,2147,NUM,
1976,Australian Capital Territory,Males,Births,2242,NUM,
1977,Australian Capital Territory,Males,Births,2258,NUM,
1978,Australian Capital Territory,Males,Births,2166,NUM,
1979,Australian Capital Territory,Males,Births,2171,NUM,
1980,Australian Capital Territory,Males,Births,2144,NUM,
1981,Australian Capital Territory,Males,Births,2082,NUM,
1982,Australian Capital Territory,Males,Births,2110,NUM,
1983,Australian Capital Territory,Males,Births,2095,NUM,
1984,Australian Capital Territory,Males,Births,2048,NUM,
1985,Australian Capital Territory,Males,Births,2144,NUM,
1986,Australian Capital Territory,Males,Births,2115,NUM,
1987,Australian Capital Territory,Males,Births,2090,NUM,
1988,Australian Capital Territory,Males,Births,2193,NUM,
1989,Australian Capital Territory,Males,Births,2112,NUM,
1990,Australian Capital Territory,Males,Births,2333,NUM,
1991,Australian Capital Territory,Males,Births,2436,NUM,
1992,Australian Capital Territory,Males,Births,2256,NUM,
1993,Australian Capital Territory,Males,Births,2235,NUM,
1994,Australian Capital Territory,Males,Births,2232,NUM,
1995,Australian Capital Territory,Males,Births,2291,NUM,
1996,Australian Capital Territory,Males,Births,2241,NUM,
1997,Australian Capital Territory,Males,Births,2132,NUM,
1998,Australian Capital Territory,Males,Births,2006,NUM,
1999,Australian Capital Territory,Males,Births,2129,NUM,
2000,Australian Capital Territory,Males,Births,2074,NUM,
2001,Australian Capital Territory,Males,Births,1995,NUM,
2002,Australian Capital Territory,Males,Births,2082,NUM,
2003,Australian Capital Territory,Males,Births,2128,NUM,
2004,Australian Capital Territory,Males,Births,2156,NUM,
2005,Australian Capital Territory,Males,Births,2128,NUM,
2006,Australian Capital Territory,Males,Births,2303,NUM,
2007,Australian Capital Territory,Males,Births,2429,NUM,
2008,Australian Capital Territory,Males,Births,2471,NUM,
2009,Australian Capital Territory,Males,Births,2574,NUM,
2010,Australian Capital Territory,Males,Births,2662,NUM,
2011,Australian Capital Territory,Males,Births,2708,NUM,
2012,Australian Capital Territory,Males,Births,2803,NUM,
2013,Australian Capital Territory,Males,Births,2831,NUM,
2014,Australian Capital Territory,Males,Births,2883,NUM,
2015,Australian Capital Territory,Males,Births,2910,NUM,
2016,Australian Capital Territory,Males,Births,2647,NUM,
2017,Australian Capital Territory,Males,Births,3208,NUM,
2018,Australian Capital Territory,Males,Births,2732,NUM,
2019,Australian Capital Territory,Males,Births,2866,NUM,
2020,Australian Capital Territory,Males,Births,2752,NUM,
2021,Australian Capital Territory,Males,Births,2894,NUM,
2022,Australian Capital Territory,Males,Births,2817,NUM,
2023,Australian Capital Territory,Males,Births,2629,NUM,
2024,Australian Capital Territory,Males,Births,2661,NUM,
1974,Western Australia,Females,Births,9946,NUM,
1975,Western Australia,Females,Births,9888,NUM,
1976,Western Australia,Females,Births,10027,NUM,
1977,Western Australia,Females,Births,9956,NUM,
1978,Western Australia,Females,Births,9966,NUM,
1979,Western Australia,Females,Births,10092,NUM,
1980,Western Australia,Females,Births,10110,NUM,
1981,Western Australia,Females,Births,10545,NUM,
1982,Western Australia,Females,Births,10860,NUM,
1983,Western Australia,Females,Births,11177,NUM,
1984,Western Australia,Females,Births,10473,NUM,
1985,Western Australia,Females,Births,11334,NUM,
1986,Western Australia,Females,Births,11788,NUM,
1987,Western Australia,Females,Births,11288,NUM,
1988,Western Australia,Females,Births,12269,NUM,
1989,Western Australia,Females,Births,12268,NUM,
1990,Western Australia,Females,Births,12274,NUM,
1991,Western Australia,Females,Births,12458,NUM,
1992,Western Australia,Females,Births,12194,NUM,
1993,Western Australia,Females,Births,12156,NUM,
1994,Western Australia,Females,Births,12271,NUM,
1995,Western Australia,Females,Births,12197,NUM,
1996,Western Australia,Females,Births,11980,NUM,
1997,Western Australia,Females,Births,11966,NUM,
1998,Western Australia,Females,Births,12062,NUM,
1999,Western Australia,Females,Births,12163,NUM,
2000,Western Australia,Females,Births,12330,NUM,
2001,Western Australia,Females,Births,11673,NUM,
2002,Western Australia,Females,Births,11499,NUM,
2003,Western Australia,Females,Births,11826,NUM,
2004,Western Australia,Females,Births,12327,NUM,
2005,Western Australia,Females,Births,12728,NUM,
2006,Western Australia,Females,Births,13735,NUM,
2007,Western Australia,Females,Births,14143,NUM,
2008,Western Australia,Females,Births,15533,NUM,
2009,Western Australia,Females,Births,14983,NUM,
2010,Western Australia,Females,Births,15361,NUM,
2011,Western Australia,Females,Births,15702,NUM,
2012,Western Australia,Females,Births,16373,NUM,
2013,Western Australia,Females,Births,16842,NUM,
2014,Western Australia,Females,Births,17219,NUM,
2015,Western Australia,Females,Births,17059,NUM,
2016,Western Australia,Females,Births,17033,NUM,
2017,Western Australia,Females,Births,16755,NUM,
2018,Western Australia,Females,Births,16144,NUM,
2019,Western Australia,Females,Births,16221,NUM,
2020,Western Australia,Females,Births,15789,NUM,
2021,Western Australia,Females,Births,16573,NUM,
2022,Western Australia,Females,Births,15392,NUM,
2023,Western Australia,Females,Births,15635,NUM,
2024,Western Australia,Females,Births,14767,NUM,
1971,New South Wales,Persons,Deaths,41826,NUM,
1972,New South Wales,Persons,Deaths,41797,NUM,
1973,New South Wales,Persons,Deaths,41258,NUM,
1974,New South Wales,Persons,Deaths,44107,NUM,
1975,New South Wales,Persons,Deaths,40633,NUM,
1976,New South Wales,Persons,Deaths,42214,NUM,
1977,New South Wales,Persons,Deaths,40471,NUM,
1978,New South Wales,Persons,Deaths,40486,NUM,
1979,New South Wales,Persons,Deaths,38909,NUM,
1980,New South Wales,Persons,Deaths,40424,NUM,
