year,state,measure,value,unit,obs_status_flag
1988,Western Australia,Male births,12874,NUM,
1989,Western Australia,Male births,12783,NUM,
1990,Western Australia,Male births,13082,NUM,
1991,Western Australia,Male births,12959,NUM,
1992,Western Australia,Male births,12879,NUM,
1993,Western Australia,Male births,12925,NUM,
1994,Western Australia,Male births,12867,NUM,
1995,Western Australia,Male births,12942,NUM,
1996,Western Australia,Male births,12813,NUM,
1997,Western Australia,Male births,12810,NUM,
1998,Western Australia,Male births,12655,NUM,
1999,Western Australia,Male births,12686,NUM,
2000,Western Australia,Male births,12763,NUM,
2001,Western Australia,Male births,12329,NUM,
2002,Western Australia,Male births,12102,NUM,
2003,Western Australia,Male births,12447,NUM,
2004,Western Australia,Male births,12968,NUM,
2005,Western Australia,Male births,13525,NUM,
2006,Western Australia,Male births,14042,NUM,
2007,Western Australia,Male births,15022,NUM,
2008,Western Australia,Male births,16318,NUM,
2009,Western Australia,Male births,15896,NUM,
2010,Western Australia,Male births,16063,NUM,
2011,Western Australia,Male births,16557,NUM,
2012,Western Australia,Male births,17254,NUM,
2013,Western Australia,Male births,17674,NUM,
2014,Western Australia,Male births,18184,NUM,
2015,Western Australia,Male births,18076,NUM,
2016,Western Australia,Male births,18396,NUM,
2017,Western Australia,Male births,17743,NUM,
2018,Western Australia,Male births,17113,NUM,
2019,Western Australia,Male births,17318,NUM,
2020,Western Australia,Male births,16637,NUM,
2021,Western Australia,Male births,17466,NUM,
2022,Western Australia,Male births,16068,NUM,
2023,Western Australia,Male births,16396,NUM,
2024,Western Australia,Male births,15774,NUM,
1975,Northern Territory,Births,2275,NUM,
1976,Northern Territory,Births,2688,NUM,
1977,Northern Territory,Births,2601,NUM,
1978,Northern Territory,Births,2700,NUM,
1979,Northern Territory,Births,2848,NUM,
1980,Northern Territory,Births,2602,NUM,
1981,Northern Territory,Births,3109,NUM,
1982,Northern Territory,Births,2914,NUM,
1983,Northern Territory,Births,3127,NUM,
1984,Northern Territory,Births,3191,NUM,
1985,Northern Territory,Births,3315,NUM,
1986,Northern Territory,Births,3315,NUM,
1987,Northern Territory,Births,3529,NUM,
1988,Northern Territory,Births,3439,NUM,
1989,Northern Territory,Births,3379,NUM,
1990,Northern Territory,Births,3557,NUM,
1991,Northern Territory,Births,3599,NUM,
1992,Northern Territory,Births,3742,NUM,
1993,Northern Territory,Births,3603,NUM,
1994,Northern Territory,Births,3626,NUM,
1995,Northern Territory,Births,3766,NUM,
1996,Northern Territory,Births,3562,NUM,
1997,Northern Territory,Births,3588,NUM,
1998,Northern Territory,Births,3641,NUM,
1999,Northern Territory,Births,3576,NUM,
2000,Northern Territory,Births,3685,NUM,
2001,Northern Territory,Births,3822,NUM,
2002,Northern Territory,Births,3724,NUM,
2003,Northern Territory,Births,3790,NUM,
2004,Northern Territory,Births,3551,NUM,
2005,Northern Territory,Births,3660,NUM,
2006,Northern Territory,Births,3696,NUM,
2007,Northern Territory,Births,3896,NUM,
2008,Northern Territory,Births,3944,NUM,
2009,Northern Territory,Births,3820,NUM,
2010,Northern Territory,Births,3899,NUM,
2011,Northern Territory,Births,3954,NUM,
2012,Northern Territory,Births,4104,NUM,
2013,Northern Territory,Births,4053,NUM,
2014,Northern Territory,Births,4026,NUM,
2015,Northern Territory,Births,4004,NUM,
2016,Northern Territory,Births,3927,NUM,
2017,Northern Territory,Births,3882,NUM,
2018,Northern Territory,Births,4050,NUM,
2019,Northern Territory,Births,3658,NUM,
2020,Northern Territory,Births,3752,NUM,
2021,Northern Territory,Births,3784,NUM,
2022,Northern Territory,Births,3614,NUM,
2023,Northern Territory,Births,3316,NUM,
2024,Northern Territory,Births,3521,NUM,
1975,Victoria,Population,3787441,PSNS,
1976,Victoria,Population,3810426,PSNS,
1977,Victoria,Population,3837364,PSNS,
1978,Victoria,Population,3863759,PSNS,
1979,Victoria,Population,3886406,PSNS,
1980,Victoria,Population,3914303,PSNS,
1981,Victoria,Population,3946917,PSNS,
1982,Victoria,Population,3992870,PSNS,
1983,Victoria,Population,4035702,PSNS,
1984,Victoria,Population,4076492,PSNS,
1985,Victoria,Population,4120068,PSNS,
1986,Victoria,Population,4160856,PSNS,
1987,Victoria,Population,4210111,PSNS,
1988,Victoria,Population,4262569,PSNS,
1989,Victoria,Population,4320164,PSNS,
1990,Victoria,Population,4378592,PSNS,
1991,Victoria,Population,4420373,PSNS,
1992,Victoria,Population,4450217,PSNS,
1993,Victoria,Population,4462766,PSNS,
1994,Victoria,Population,4472989,PSNS,
1995,Victoria,Population,4497660,PSNS,
1996,Victoria,Population,4534984,PSNS,
1997,Victoria,Population,4569297,PSNS,
1998,Victoria,Population,4606970,PSNS,
1999,Victoria,Population,4652462,PSNS,
2000,Victoria,Population,4704065,PSNS,
2001,Victoria,Population,4763615,PSNS,
2002,Victoria,Population,4817774,PSNS,
2003,Victoria,Population,4873809,PSNS,
2004,Victoria,Population,4927149,PSNS,
2005,Victoria,Population,4989246,PSNS,
2006,Victoria,Population,5061266,PSNS,
2007,Victoria,Population,5153522,PSNS,
2008,Victoria,Population,5256375,PSNS,
2009,Victoria,Population,5371934,PSNS,
2010,Victoria,Population,5461101,PSNS,
2011,Victoria,Population,5537817,PSNS,
2012,Victoria,Population,5651091,PSNS,
2013,Victoria,Population,5772669,PSNS,
2014,Victoria,Population,5894917,PSNS,
2015,Victoria,Population,6022322,PSNS,
2016,Victoria,Population,6173172,PSNS,
2017,Victoria,Population,6302608,PSNS,
2018,Victoria,Population,6423038,PSNS,
2019,Victoria,Population,6537305,PSNS,
2020,Victoria,Population,6615046,PSNS,
2021,Victoria,Population,6547822,PSNS,
2022,Victoria,Population,6625964,PSNS,
2023,Victoria,Population,6812477,PSNS,
2024,Victoria,Population,6981352,PSNS,
1975,Queensland,Population,2051362,PSNS,
1976,Queensland,Population,2092375,PSNS,
1977,Queensland,Population,2129839,PSNS,
1978,Queensland,Population,2172047,PSNS,
1979,Queensland,Population,2214771,PSNS,
1980,Queensland,Population,2265935,PSNS,
1981,Queensland,Population,2345208,PSNS,
1982,Queensland,Population,2424586,PSNS,
1983,Queensland,Population,2482282,PSNS,
1984,Queensland,Population,2523859,PSNS,
1985,Queensland,Population,2571218,PSNS,
1986,Queensland,Population,2624595,PSNS,
1987,Queensland,Population,2675107,PSNS,
1988,Queensland,Population,2739907,PSNS,
1989,Queensland,Population,2827637,PSNS,
1990,Queensland,Population,2899283,PSNS,
1991,Queensland,Population,2960951,PSNS,
1992,Queensland,Population,3023198,PSNS,
1993,Queensland,Population,3096185,PSNS,
1994,Queensland,Population,3166566,PSNS,
1995,Queensland,Population,3237380,PSNS,
1996,Queensland,Population,3303192,PSNS,
1997,Queensland,Population,3355417,PSNS,
1998,Queensland,Population,3404484,PSNS,
1999,Queensland,Population,3453936,PSNS,
2000,Queensland,Population,3509458,PSNS,
2001,Queensland,Population,3571469,PSNS,
2002,Queensland,Population,3653123,PSNS,
2003,Queensland,Population,3743121,PSNS,
2004,Queensland,Population,3829970,PSNS,
2005,Queensland,Population,3918494,PSNS,
2006,Queensland,Population,4007992,PSNS,
2007,Queensland,Population,4111018,PSNS,
2008,Queensland,Population,4219505,PSNS,
2009,Queensland,Population,4328771,PSNS,
2010,Queensland,Population,4404744,PSNS,
2011,Queensland,Population,4476778,PSNS,
2012,Queensland,Population,4568687,PSNS,
2013,Queensland,Population,4652824,PSNS,
2014,Queensland,Population,4719653,PSNS,
2015,Queensland,Population,4777692,PSNS,
2016,Queensland,Population,4845152,PSNS,
2017,Queensland,Population,4926380,PSNS,
2018,Queensland,Population,5006623,PSNS,
2019,Queensland,Population,5088847,PSNS,
2020,Queensland,Population,5165613,PSNS,
2021,Queensland,Population,5215814,PSNS,
2022,Queensland,Population,5320496,PSNS,
2023,Queensland,Population,5459413,PSNS,
2024,Queensland,Population,5586322,PSNS,
1975,New South Wales,Female births,39403,NUM,
1976,New South Wales,Female births,38496,NUM,
1977,New South Wales,Female births,38206,NUM,
1978,New South Wales,Female births,38238,NUM,
1979,New South Wales,Female births,37611,NUM,
1980,New South Wales,Female births,38642,NUM,
1981,New South Wales,Female births,39691,NUM,
1982,New South Wales,Female births,40812,NUM,
1983,New South Wales,Female births,40601,NUM,
1984,New South Wales,Female births,38109,NUM,
1985,New South Wales,Female births,42728,NUM,
1986,New South Wales,Female births,41073,NUM,
1987,New South Wales,Female births,42058,NUM,
1988,New South Wales,Female births,41152,NUM,
1989,New South Wales,Female births,41842,NUM,
1990,New South Wales,Female births,43782,NUM,
1991,New South Wales,Female births,42425,NUM,
1992,New South Wales,Female births,44875,NUM,
1993,New South Wales,Female births,43448,NUM,
1994,New South Wales,Female births,42790,NUM,
1995,New South Wales,Female births,42965,NUM,
1996,New South Wales,Female births,42147,NUM,
1997,New South Wales,Female births,42509,NUM,
1998,New South Wales,Female births,41736,NUM,
1999,New South Wales,Female births,42346,NUM,
2000,New South Wales,Female births,42047,NUM,
2001,New South Wales,Female births,41049,NUM,
2002,New South Wales,Female births,42214,NUM,
2003,New South Wales,Female births,41813,NUM,
2004,New South Wales,Female births,41555,NUM,
2005,New South Wales,Female births,44294,NUM,
2006,New South Wales,Female births,44408,NUM,
2007,New South Wales,Female births,46909,NUM,
2008,New South Wales,Female births,49071,NUM,
2009,New South Wales,Female births,47820,NUM,
2010,New South Wales,Female births,49323,NUM,
2011,New South Wales,Female births,48068,NUM,
2012,New South Wales,Female births,47867,NUM,
2013,New South Wales,Female births,48587,NUM,
2014,New South Wales,Female births,44385,NUM,
2015,New South Wales,Female births,48737,NUM,
2016,New South Wales,Female births,46863,NUM,
2017,New South Wales,Female births,47055,NUM,
2018,New South Wales,Female births,52127,NUM,
2019,New South Wales,Female births,47966,NUM,
2020,New South Wales,Female births,46526,NUM,
2021,New South Wales,Female births,49230,NUM,
2022,New South Wales,Female births,47627,NUM,
2023,New South Wales,Female births,44499,NUM,
2024,New South Wales,Female births,43324,NUM,
1975,Australian Capital Territory,Female births,2031,NUM,
1976,Australian Capital Territory,Female births,2030,NUM,
1977,Australian Capital Territory,Female births,2147,NUM,
1978,Australian Capital Territory,Female births,2025,NUM,
1979,Australian Capital Territory,Female births,2076,NUM,
1980,Australian Capital Territory,Female births,2099,NUM,
1981,Australian Capital Territory,Female births,2060,NUM,
1982,Australian Capital Territory,Female births,1997,NUM,
1983,Australian Capital Territory,Female births,2049,NUM,
1984,Australian Capital Territory,Female births,2061,NUM,
1985,Australian Capital Territory,Female births,1963,NUM,
1986,Australian Capital Territory,Female births,1987,NUM,
1987,Australian Capital Territory,Female births,2018,NUM,
1988,Australian Capital Territory,Female births,2142,NUM,
1989,Australian Capital Territory,Female births,2025,NUM,
1990,Australian Capital Territory,Female births,2124,NUM,
1991,Australian Capital Territory,Female births,2320,NUM,
1992,Australian Capital Territory,Female births,2191,NUM,
1993,Australian Capital Territory,Female births,2181,NUM,
1994,Australian Capital Territory,Female births,2229,NUM,
1995,Australian Capital Territory,Female births,2124,NUM,
1996,Australian Capital Territory,Female births,2155,NUM,
1997,Australian Capital Territory,Female births,2076,NUM,
1998,Australian Capital Territory,Female births,1976,NUM,
1999,Australian Capital Territory,Female births,2124,NUM,
2000,Australian Capital Territory,Female births,1991,NUM,
2001,Australian Capital Territory,Female births,1943,NUM,
2002,Australian Capital Territory,Female births,2030,NUM,
2003,Australian Capital Territory,Female births,2000,NUM,
2004,Australian Capital Territory,Female births,2018,NUM,
2005,Australian Capital Territory,Female births,2082,NUM,
2006,Australian Capital Territory,Female births,2181,NUM,
2007,Australian Capital Territory,Female births,2328,NUM,
2008,Australian Capital Territory,Female births,2337,NUM,
2009,Australian Capital Territory,Female births,2286,NUM,
2010,Australian Capital Territory,Female births,2490,NUM,
2011,Australian Capital Territory,Female births,2413,NUM,
2012,Australian Capital Territory,Female births,2658,NUM,
2013,Australian Capital Territory,Female births,2714,NUM,
2014,Australian Capital Territory,Female births,2669,NUM,
2015,Australian Capital Territory,Female births,2632,NUM,
2016,Australian Capital Territory,Female births,2505,NUM,
2017,Australian Capital Territory,Female births,2999,NUM,
2018,Australian Capital Territory,Female births,2642,NUM,
2019,Australian Capital Territory,Female births,2654,NUM,
2020,Australian Capital Territory,Female births,2616,NUM,
2021,Australian Capital Territory,Female births,2649,NUM,
2022,Australian Capital Territory,Female births,2638,NUM,
2023,Australian Capital Territory,Female births,2593,NUM,
2024,Australian Capital Territory,Female births,2557,NUM,
1975,Queensland,Sex ratio,105.1,NUM,
1976,Queensland,Sex ratio,104.3,NUM,
1977,Queensland,Sex ratio,106.4,NUM,
1978,Queensland,Sex ratio,106.4,NUM,
1979,Queensland,Sex ratio,106.3,NUM,
1980,Queensland,Sex ratio,106.8,NUM,
1981,Queensland,Sex ratio,107.1,NUM,
1982,Queensland,Sex ratio,106.7,NUM,
1983,Queensland,Sex ratio,106.8,NUM,
1984,Queensland,Sex ratio,106.3,NUM,
1985,Queensland,Sex ratio,106.4,NUM,
1986,Queensland,Sex ratio,106.1,NUM,
1987,Queensland,Sex ratio,106.4,NUM,
1988,Queensland,Sex ratio,105.5,NUM,
1989,Queensland,Sex ratio,103.8,NUM,
1990,Queensland,Sex ratio,105.9,NUM,
1991,Queensland,Sex ratio,104.5,NUM,
1992,Queensland,Sex ratio,104.2,NUM,
1993,Queensland,Sex ratio,105.9,NUM,
1994,Queensland,Sex ratio,107.7,NUM,
1995,Queensland,Sex ratio,105.5,NUM,
1996,Queensland,Sex ratio,105.6,NUM,
1997,Queensland,Sex ratio,104.7,NUM,
1998,Queensland,Sex ratio,104.5,NUM,
1999,Queensland,Sex ratio,105.9,NUM,
2000,Queensland,Sex ratio,105.7,NUM,
2001,Queensland,Sex ratio,104.6,NUM,
2002,Queensland,Sex ratio,104.9,NUM,
2003,Queensland,Sex ratio,105.8,NUM,
2004,Queensland,Sex ratio,105.1,NUM,
2005,Queensland,Sex ratio,107,NUM,
2006,Queensland,Sex ratio,106.2,NUM,
2007,Queensland,Sex ratio,107,NUM,
2008,Queensland,Sex ratio,106.7,NUM,
2009,Queensland,Sex ratio,106.3,NUM,
2010,Queensland,Sex ratio,104.9,NUM,
2011,Queensland,Sex ratio,103.9,NUM,
2012,Queensland,Sex ratio,106.2,NUM,
2013,Queensland,Sex ratio,107.1,NUM,
2014,Queensland,Sex ratio,104.9,NUM,
2015,Queensland,Sex ratio,106.5,NUM,
2016,Queensland,Sex ratio,103.8,NUM,
2017,Queensland,Sex ratio,107.8,NUM,
2018,Queensland,Sex ratio,106.1,NUM,
2019,Queensland,Sex ratio,106.2,NUM,
2020,Queensland,Sex ratio,105.4,NUM,
2021,Queensland,Sex ratio,105,NUM,
2022,Queensland,Sex ratio,106.3,NUM,
2023,Queensland,Sex ratio,104.5,NUM,
2024,Queensland,Sex ratio,105.9,NUM,
1975,Tasmania,Ex-nuptial births,768,NUM,
1976,Tasmania,Ex-nuptial births,717,NUM,
1977,Tasmania,Ex-nuptial births,794,NUM,
1978,Tasmania,Ex-nuptial births,894,NUM,
1979,Tasmania,Ex-nuptial births,937,NUM,
1980,Tasmania,Ex-nuptial births,960,NUM,
1981,Tasmania,Ex-nuptial births,1073,NUM,
1982,Tasmania,Ex-nuptial births,1075,NUM,
1983,Tasmania,Ex-nuptial births,1114,NUM,
1984,Tasmania,Ex-nuptial births,1086,NUM,
1985,Tasmania,Ex-nuptial births,1176,NUM,
1986,Tasmania,Ex-nuptial births,1197,NUM,
1987,Tasmania,Ex-nuptial births,1324,NUM,
1988,Tasmania,Ex-nuptial births,1427,NUM,
1989,Tasmania,Ex-nuptial births,1505,NUM,
1990,Tasmania,Ex-nuptial births,1761,NUM,
1991,Tasmania,Ex-nuptial births,1893,NUM,
1992,Tasmania,Ex-nuptial births,1984,NUM,
1993,Tasmania,Ex-nuptial births,2155,NUM,
1994,Tasmania,Ex-nuptial births,2119,NUM,
1995,Tasmania,Ex-nuptial births,2189,NUM,
1996,Tasmania,Ex-nuptial births,2215,NUM,
1997,Tasmania,Ex-nuptial births,2141,NUM,
1998,Tasmania,Ex-nuptial births,2317,NUM,
1999,Tasmania,Ex-nuptial births,2416,NUM,
2000,Tasmania,Ex-nuptial births,2299,NUM,
2001,Tasmania,Ex-nuptial births,2755,NUM,
2002,Tasmania,Ex-nuptial births,2811,NUM,
2003,Tasmania,Ex-nuptial births,2647,NUM,
2004,Tasmania,Ex-nuptial births,2691,NUM,
2005,Tasmania,Ex-nuptial births,3061,NUM,
2006,Tasmania,Ex-nuptial births,3187,NUM,
2007,Tasmania,Ex-nuptial births,3041,NUM,
2008,Tasmania,Ex-nuptial births,3225,NUM,
2009,Tasmania,Ex-nuptial births,3320,NUM,
2010,Tasmania,Ex-nuptial births,3146,NUM,
2011,Tasmania,Ex-nuptial births,3113,NUM,
2012,Tasmania,Ex-nuptial births,2958,NUM,
2013,Tasmania,Ex-nuptial births,3049,NUM,
2014,Tasmania,Ex-nuptial births,2952,NUM,
2015,Tasmania,Ex-nuptial births,2878,NUM,
2016,Tasmania,Ex-nuptial births,3028,NUM,
2017,Tasmania,Ex-nuptial births,2805,NUM,
2018,Tasmania,Ex-nuptial births,2814,NUM,
2019,Tasmania,Ex-nuptial births,2832,NUM,
2020,Tasmania,Ex-nuptial births,2857,NUM,
2021,Tasmania,Ex-nuptial births,3025,NUM,
2022,Tasmania,Ex-nuptial births,2676,NUM,
2023,Tasmania,Ex-nuptial births,2755,NUM,
2024,Tasmania,Ex-nuptial births,2736,NUM,
1975,New South Wales,"Ex-nuptial, paternity acknowledged births",36,NUM,
1976,New South Wales,"Ex-nuptial, paternity acknowledged births",4471,NUM,
1977,New South Wales,"Ex-nuptial, paternity acknowledged births",4699,NUM,
1978,New South Wales,"Ex-nuptial, paternity acknowledged births",5042,NUM,
